hour_of_day,day_of_week,day_name,month,is_lunch_peak,is_dinner_peak,is_weekend,orders_next_30min
18,0,Mon,11,0,0,0,2
20,5,Sat,4,0,1,1,19
16,3,Thu,9,0,0,0,2
14,3,Thu,9,1,0,0,13
19,0,Mon,7,0,1,0,14
14,6,Sun,5,1,0,1,15
12,3,Thu,3,1,0,0,10
19,5,Sat,3,0,1,1,17
13,1,Tue,9,1,0,0,12
22,5,Sat,9,0,1,1,18
10,1,Tue,12,0,0,0,3
11,3,Thu,11,0,0,0,3
11,5,Sat,4,0,0,1,7
22,3,Thu,11,0,1,0,12
20,6,Sun,1,0,1,1,17
19,1,Tue,10,0,1,0,16
13,6,Sun,5,1,0,1,16
22,3,Thu,8,0,1,0,14
13,4,Fri,10,1,0,0,12
14,2,Wed,4,1,0,0,12
13,5,Sat,10,1,0,1,15
20,4,Fri,10,0,1,0,16
14,6,Sun,4,1,0,1,14
16,3,Thu,12,0,0,0,6
10,3,Thu,9,0,0,0,2
12,2,Wed,9,1,0,0,11
21,3,Thu,7,0,1,0,12
14,2,Wed,10,1,0,0,12
20,5,Sat,8,0,1,1,17
13,1,Tue,12,1,0,0,11
9,2,Wed,12,0,0,0,4
17,2,Wed,4,0,0,0,2
11,4,Fri,8,0,0,0,3
10,3,Thu,6,0,0,0,3
17,5,Sat,3,0,0,1,8
15,1,Tue,7,0,0,0,2
13,0,Mon,3,1,0,0,12
20,6,Sun,11,0,1,1,17
14,2,Wed,7,1,0,0,12
20,0,Mon,5,0,1,0,13
19,3,Thu,4,0,1,0,12
12,6,Sun,3,1,0,1,17
9,2,Wed,8,0,0,0,3
12,0,Mon,4,1,0,0,13
17,4,Fri,8,0,0,0,2
9,0,Mon,10,0,0,0,3
18,6,Sun,3,0,0,1,7
11,4,Fri,10,0,0,0,3
13,6,Sun,9,1,0,1,14
15,1,Tue,6,0,0,0,4
17,3,Thu,5,0,0,0,2
14,5,Sat,5,1,0,1,14
11,0,Mon,3,0,0,0,3
21,2,Wed,2,0,1,0,13
15,6,Sun,6,0,0,1,6
22,6,Sun,11,0,1,1,17
12,3,Thu,1,1,0,0,13
11,0,Mon,7,0,0,0,3
22,2,Wed,5,0,1,0,14
15,2,Wed,4,0,0,0,5
19,6,Sun,9,0,1,1,19
19,5,Sat,10,0,1,1,16
15,6,Sun,1,0,0,1,8
12,5,Sat,11,1,0,1,15
20,6,Sun,4,0,1,1,17
15,6,Sun,3,0,0,1,7
19,2,Wed,6,0,1,0,15
22,5,Sat,5,0,1,1,16
10,2,Wed,7,0,0,0,2
9,0,Mon,1,0,0,0,2
20,6,Sun,5,0,1,1,16
10,1,Tue,2,0,0,0,2
12,5,Sat,2,1,0,1,19
16,4,Fri,11,0,0,0,2
11,4,Fri,11,0,0,0,2
18,4,Fri,2,0,0,0,6
14,1,Tue,9,1,0,0,11
14,2,Wed,10,1,0,0,13
21,2,Wed,3,0,1,0,13
17,3,Thu,4,0,0,0,3
17,4,Fri,5,0,0,0,2
12,4,Fri,4,1,0,0,12
17,2,Wed,4,0,0,0,4
21,4,Fri,5,0,1,0,12
14,2,Wed,10,1,0,0,13
10,6,Sun,9,0,0,1,8
18,6,Sun,12,0,0,1,8
22,2,Wed,9,0,1,0,14
19,5,Sat,6,0,1,1,18
14,2,Wed,11,1,0,0,13
10,0,Mon,12,0,0,0,4
16,0,Mon,3,0,0,0,5
12,0,Mon,6,1,0,0,12
13,0,Mon,10,1,0,0,13
16,1,Tue,4,0,0,0,5
22,3,Thu,3,0,1,0,12
19,3,Thu,6,0,1,0,12
16,2,Wed,11,0,0,0,3
20,6,Sun,6,0,1,1,19
22,4,Fri,2,0,1,0,14
20,0,Mon,9,0,1,0,13
14,3,Thu,8,1,0,0,10
12,3,Thu,6,1,0,0,13
9,0,Mon,1,0,0,0,5
20,6,Sun,12,0,1,1,18
15,1,Tue,2,0,0,0,2
16,1,Tue,4,0,0,0,3
17,3,Thu,7,0,0,0,3
10,1,Tue,9,0,0,0,2
9,5,Sat,10,0,0,1,8
12,0,Mon,5,1,0,0,12
21,6,Sun,10,0,1,1,16
13,3,Thu,2,1,0,0,11
18,0,Mon,11,0,0,0,2
20,1,Tue,11,0,1,0,15
9,0,Mon,11,0,0,0,3
13,1,Tue,1,1,0,0,10
14,6,Sun,10,1,0,1,17
11,1,Tue,1,0,0,0,2
20,0,Mon,5,0,1,0,12
15,6,Sun,7,0,0,1,7
22,1,Tue,9,0,1,0,14
14,5,Sat,9,1,0,1,14
12,2,Wed,8,1,0,0,11
11,0,Mon,1,0,0,0,2
13,2,Wed,5,1,0,0,11
11,0,Mon,6,0,0,0,3
18,1,Tue,6,0,0,0,5
17,1,Tue,4,0,0,0,6
17,6,Sun,1,0,0,1,9
14,3,Thu,3,1,0,0,11
21,5,Sat,10,0,1,1,20
19,3,Thu,4,0,1,0,13
14,2,Wed,4,1,0,0,12
20,1,Tue,4,0,1,0,13
22,3,Thu,5,0,1,0,12
12,1,Tue,11,1,0,0,11
12,0,Mon,9,1,0,0,10
10,3,Thu,4,0,0,0,3
18,2,Wed,9,0,0,0,3
12,6,Sun,9,1,0,1,16
16,3,Thu,1,0,0,0,3
21,1,Tue,5,0,1,0,15
18,4,Fri,9,0,0,0,4
10,4,Fri,4,0,0,0,2
17,6,Sun,5,0,0,1,10
22,6,Sun,4,0,1,1,17
9,5,Sat,2,0,0,1,8
21,6,Sun,10,0,1,1,16
10,1,Tue,2,0,0,0,3
10,0,Mon,2,0,0,0,4
19,3,Thu,1,0,1,0,14
21,6,Sun,3,0,1,1,17
22,4,Fri,11,0,1,0,14
14,0,Mon,10,1,0,0,12
22,1,Tue,1,0,1,0,12
15,0,Mon,4,0,0,0,7
21,1,Tue,1,0,1,0,13
11,5,Sat,4,0,0,1,7
19,3,Thu,3,0,1,0,15
17,0,Mon,9,0,0,0,2
13,3,Thu,1,1,0,0,12
13,0,Mon,8,1,0,0,13
19,1,Tue,11,0,1,0,14
20,1,Tue,9,0,1,0,14
12,0,Mon,12,1,0,0,11
17,5,Sat,7,0,0,1,8
16,1,Tue,1,0,0,0,3
20,2,Wed,4,0,1,0,15
12,2,Wed,10,1,0,0,11
12,3,Thu,1,1,0,0,10
10,6,Sun,4,0,0,1,7
17,2,Wed,3,0,0,0,3
11,2,Wed,2,0,0,0,3
12,5,Sat,1,1,0,1,14
22,5,Sat,6,0,1,1,16
15,6,Sun,12,0,0,1,7
18,4,Fri,7,0,0,0,2
16,6,Sun,6,0,0,1,6
16,4,Fri,9,0,0,0,6
12,5,Sat,12,1,0,1,16
15,4,Fri,9,0,0,0,4
18,5,Sat,2,0,0,1,10
9,4,Fri,2,0,0,0,3
14,1,Tue,9,1,0,0,10
14,5,Sat,1,1,0,1,15
14,6,Sun,5,1,0,1,16
20,3,Thu,1,0,1,0,12
10,3,Thu,7,0,0,0,5
16,5,Sat,9,0,0,1,7
22,2,Wed,6,0,1,0,15
13,3,Thu,2,1,0,0,12
13,6,Sun,6,1,0,1,16
10,2,Wed,9,0,0,0,4
12,3,Thu,3,1,0,0,11
20,0,Mon,9,0,1,0,13
17,0,Mon,8,0,0,0,4
17,5,Sat,12,0,0,1,7
14,6,Sun,7,1,0,1,15
19,6,Sun,8,0,1,1,18
17,3,Thu,10,0,0,0,2
12,1,Tue,6,1,0,0,11
19,2,Wed,3,0,1,0,14
9,3,Thu,7,0,0,0,2
10,5,Sat,4,0,0,1,6
21,2,Wed,11,0,1,0,13
9,4,Fri,10,0,0,0,4
16,5,Sat,5,0,0,1,6
17,3,Thu,8,0,0,0,4
18,1,Tue,7,0,0,0,3
20,4,Fri,7,0,1,0,13
14,5,Sat,8,1,0,1,16
10,3,Thu,10,0,0,0,3
14,0,Mon,3,1,0,0,10
17,6,Sun,3,0,0,1,7
20,3,Thu,2,0,1,0,12
11,0,Mon,1,0,0,0,4
17,0,Mon,10,0,0,0,3
10,5,Sat,6,0,0,1,7
19,3,Thu,6,0,1,0,15
13,6,Sun,10,1,0,1,16
19,3,Thu,12,0,1,0,13
10,0,Mon,8,0,0,0,5
15,2,Wed,6,0,0,0,3
19,4,Fri,6,0,1,0,12
18,1,Tue,1,0,0,0,4
17,3,Thu,12,0,0,0,3
15,4,Fri,7,0,0,0,3
20,4,Fri,7,0,1,0,12
13,2,Wed,10,1,0,0,10
12,4,Fri,9,1,0,0,12
20,3,Thu,12,0,1,0,13
12,5,Sat,7,1,0,1,16
18,5,Sat,8,0,0,1,7
16,4,Fri,4,0,0,0,4
18,3,Thu,9,0,0,0,3
21,3,Thu,1,0,1,0,13
18,0,Mon,8,0,0,0,4
22,2,Wed,3,0,1,0,15
18,6,Sun,1,0,0,1,8
18,1,Tue,2,0,0,0,3
18,6,Sun,6,0,0,1,10
9,0,Mon,5,0,0,0,2
13,1,Tue,3,1,0,0,11
22,6,Sun,9,0,1,1,18
10,3,Thu,8,0,0,0,4
21,5,Sat,3,0,1,1,16
19,0,Mon,2,0,1,0,15
17,6,Sun,8,0,0,1,8
15,4,Fri,5,0,0,0,2
18,4,Fri,9,0,0,0,2
16,1,Tue,1,0,0,0,2
14,3,Thu,10,1,0,0,11
17,5,Sat,3,0,0,1,8
14,1,Tue,5,1,0,0,12
15,6,Sun,2,0,0,1,9
15,6,Sun,3,0,0,1,6
17,5,Sat,4,0,0,1,8
19,6,Sun,4,0,1,1,18
16,2,Wed,11,0,0,0,2
21,5,Sat,9,0,1,1,16
9,4,Fri,1,0,0,0,6
12,6,Sun,12,1,0,1,14
15,6,Sun,9,0,0,1,8
19,0,Mon,9,0,1,0,14
16,0,Mon,11,0,0,0,3
15,0,Mon,6,0,0,0,3
20,5,Sat,11,0,1,1,19
11,4,Fri,1,0,0,0,2
12,5,Sat,11,1,0,1,15
20,3,Thu,12,0,1,0,14
15,4,Fri,6,0,0,0,6
16,4,Fri,8,0,0,0,2
15,5,Sat,5,0,0,1,6
14,5,Sat,5,1,0,1,16
17,0,Mon,1,0,0,0,3
17,4,Fri,1,0,0,0,3
19,0,Mon,8,0,1,0,13
21,3,Thu,5,0,1,0,12
15,2,Wed,8,0,0,0,2
16,0,Mon,10,0,0,0,4
14,5,Sat,2,1,0,1,16
9,6,Sun,4,0,0,1,10
9,1,Tue,11,0,0,0,3
14,2,Wed,10,1,0,0,11
10,3,Thu,9,0,0,0,4
22,6,Sun,3,0,1,1,18
16,5,Sat,6,0,0,1,8
9,2,Wed,11,0,0,0,2
21,5,Sat,7,0,1,1,18
10,0,Mon,3,0,0,0,3
16,6,Sun,1,0,0,1,8
20,5,Sat,2,0,1,1,19
14,6,Sun,11,1,0,1,16
20,3,Thu,10,0,1,0,13
18,1,Tue,7,0,0,0,2
10,0,Mon,7,0,0,0,4
10,0,Mon,12,0,0,0,3
19,6,Sun,1,0,1,1,18
22,3,Thu,10,0,1,0,14
15,3,Thu,7,0,0,0,5
13,2,Wed,10,1,0,0,11
13,1,Tue,11,1,0,0,12
16,5,Sat,6,0,0,1,10
20,2,Wed,11,0,1,0,14
20,5,Sat,6,0,1,1,16
15,5,Sat,7,0,0,1,7
20,5,Sat,7,0,1,1,16
22,2,Wed,1,0,1,0,12
17,0,Mon,10,0,0,0,4
12,3,Thu,5,1,0,0,13
18,0,Mon,8,0,0,0,2
12,1,Tue,8,1,0,0,13
10,2,Wed,3,0,0,0,3
11,1,Tue,3,0,0,0,4
9,3,Thu,7,0,0,0,2
9,3,Thu,4,0,0,0,4
15,4,Fri,6,0,0,0,2
22,1,Tue,9,0,1,0,12
22,0,Mon,10,0,1,0,16
13,6,Sun,2,1,0,1,14
11,1,Tue,2,0,0,0,3
15,2,Wed,6,0,0,0,2
22,3,Thu,3,0,1,0,13
10,3,Thu,1,0,0,0,3
11,1,Tue,2,0,0,0,3
9,1,Tue,7,0,0,0,4
16,5,Sat,4,0,0,1,8
10,1,Tue,12,0,0,0,4
15,5,Sat,2,0,0,1,8
19,2,Wed,11,0,1,0,14
17,2,Wed,12,0,0,0,7
14,0,Mon,12,1,0,0,14
10,1,Tue,8,0,0,0,3
10,0,Mon,4,0,0,0,3
17,6,Sun,4,0,0,1,9
18,4,Fri,2,0,0,0,2
16,2,Wed,1,0,0,0,5
22,3,Thu,1,0,1,0,13
22,5,Sat,3,0,1,1,16
22,4,Fri,6,0,1,0,12
17,3,Thu,7,0,0,0,2
12,4,Fri,9,1,0,0,11
12,0,Mon,5,1,0,0,13
10,0,Mon,9,0,0,0,3
22,5,Sat,8,0,1,1,16
18,2,Wed,1,0,0,0,3
9,6,Sun,11,0,0,1,9
18,5,Sat,12,0,0,1,7
21,6,Sun,3,0,1,1,17
12,3,Thu,8,1,0,0,12
18,4,Fri,9,0,0,0,5
18,5,Sat,4,0,0,1,10
19,6,Sun,12,0,1,1,18
16,1,Tue,6,0,0,0,4
10,1,Tue,4,0,0,0,3
21,2,Wed,9,0,1,0,15
20,6,Sun,2,0,1,1,17
19,5,Sat,6,0,1,1,18
16,3,Thu,11,0,0,0,7
9,1,Tue,3,0,0,0,3
9,2,Wed,10,0,0,0,9
12,5,Sat,4,1,0,1,16
15,2,Wed,2,0,0,0,3
17,3,Thu,11,0,0,0,2
13,1,Tue,8,1,0,0,12
10,1,Tue,10,0,0,0,5
20,1,Tue,8,0,1,0,15
15,6,Sun,1,0,0,1,9
19,0,Mon,10,0,1,0,13
10,6,Sun,6,0,0,1,7
17,1,Tue,1,0,0,0,3
17,4,Fri,6,0,0,0,4
11,0,Mon,7,0,0,0,3
21,5,Sat,2,0,1,1,18
16,6,Sun,9,0,0,1,7
19,0,Mon,8,0,1,0,14
12,0,Mon,9,1,0,0,13
11,6,Sun,10,0,0,1,7
9,6,Sun,4,0,0,1,9
13,0,Mon,4,1,0,0,11
21,2,Wed,12,0,1,0,15
22,4,Fri,8,0,1,0,17
19,3,Thu,1,0,1,0,14
12,1,Tue,8,1,0,0,13
9,6,Sun,7,0,0,1,7
18,0,Mon,12,0,0,0,4
16,3,Thu,7,0,0,0,2
16,6,Sun,9,0,0,1,8
21,2,Wed,10,0,1,0,12
16,3,Thu,7,0,0,0,3
11,0,Mon,2,0,0,0,5
14,5,Sat,1,1,0,1,15
20,4,Fri,1,0,1,0,13
20,3,Thu,7,0,1,0,15
15,6,Sun,5,0,0,1,10
17,0,Mon,4,0,0,0,2
13,6,Sun,5,1,0,1,14
17,0,Mon,10,0,0,0,4
14,1,Tue,10,1,0,0,11
18,5,Sat,6,0,0,1,6
18,1,Tue,12,0,0,0,2
18,5,Sat,10,0,0,1,8
12,4,Fri,6,1,0,0,13
21,1,Tue,1,0,1,0,14
9,4,Fri,2,0,0,0,6
9,6,Sun,3,0,0,1,8
22,2,Wed,4,0,1,0,13
18,2,Wed,6,0,0,0,3
13,5,Sat,12,1,0,1,15
21,5,Sat,12,0,1,1,17
22,1,Tue,11,0,1,0,13
11,2,Wed,9,0,0,0,4
13,3,Thu,12,1,0,0,11
13,3,Thu,2,1,0,0,14
9,6,Sun,8,0,0,1,6
22,3,Thu,9,0,1,0,16
16,6,Sun,2,0,0,1,7
13,2,Wed,9,1,0,0,12
13,3,Thu,7,1,0,0,11
17,4,Fri,9,0,0,0,7
16,0,Mon,6,0,0,0,6
21,5,Sat,2,0,1,1,17
9,1,Tue,8,0,0,0,2
11,6,Sun,10,0,0,1,9
20,4,Fri,9,0,1,0,14
15,3,Thu,12,0,0,0,4
9,0,Mon,8,0,0,0,2
9,1,Tue,2,0,0,0,3
13,4,Fri,8,1,0,0,11
17,1,Tue,3,0,0,0,5
14,6,Sun,3,1,0,1,15
18,6,Sun,9,0,0,1,8
10,5,Sat,9,0,0,1,7
19,2,Wed,9,0,1,0,14
17,6,Sun,4,0,0,1,7
14,3,Thu,12,1,0,0,11
13,4,Fri,7,1,0,0,10
13,4,Fri,8,1,0,0,10
20,0,Mon,5,0,1,0,14
11,0,Mon,1,0,0,0,3
22,0,Mon,9,0,1,0,14
14,1,Tue,6,1,0,0,12
21,3,Thu,3,0,1,0,15
12,1,Tue,3,1,0,0,12
21,3,Thu,10,0,1,0,13
20,4,Fri,1,0,1,0,14
18,6,Sun,8,0,0,1,6
22,6,Sun,2,0,1,1,17
10,1,Tue,12,0,0,0,4
21,1,Tue,1,0,1,0,13
11,1,Tue,7,0,0,0,4
17,2,Wed,11,0,0,0,2
19,5,Sat,9,0,1,1,17
19,3,Thu,6,0,1,0,14
17,6,Sun,8,0,0,1,8
14,3,Thu,8,1,0,0,10
18,1,Tue,9,0,0,0,3
18,2,Wed,7,0,0,0,3
22,1,Tue,9,0,1,0,13
17,3,Thu,9,0,0,0,4
12,5,Sat,12,1,0,1,16
19,6,Sun,11,0,1,1,17
13,5,Sat,1,1,0,1,16
18,4,Fri,6,0,0,0,3
14,2,Wed,12,1,0,0,12
21,5,Sat,8,0,1,1,16
17,2,Wed,10,0,0,0,3
21,1,Tue,9,0,1,0,13
13,4,Fri,4,1,0,0,12
16,3,Thu,2,0,0,0,4
19,5,Sat,11,0,1,1,19
9,5,Sat,9,0,0,1,6
13,0,Mon,9,1,0,0,11
18,6,Sun,12,0,0,1,7
9,3,Thu,8,0,0,0,3
18,5,Sat,3,0,0,1,7
22,5,Sat,5,0,1,1,17
14,3,Thu,2,1,0,0,10
15,4,Fri,3,0,0,0,4
20,2,Wed,1,0,1,0,13
22,3,Thu,4,0,1,0,14
13,2,Wed,5,1,0,0,11
9,4,Fri,12,0,0,0,4
14,4,Fri,2,1,0,0,12
18,1,Tue,3,0,0,0,4
13,0,Mon,12,1,0,0,14
14,4,Fri,6,1,0,0,10
19,4,Fri,6,0,1,0,14
18,2,Wed,7,0,0,0,4
15,4,Fri,12,0,0,0,6
15,3,Thu,9,0,0,0,4
10,1,Tue,4,0,0,0,3
20,1,Tue,5,0,1,0,13
11,3,Thu,11,0,0,0,2
20,5,Sat,2,0,1,1,16
14,4,Fri,6,1,0,0,15
11,6,Sun,4,0,0,1,8
10,0,Mon,5,0,0,0,5
12,4,Fri,7,1,0,0,11
13,1,Tue,6,1,0,0,10
19,0,Mon,8,0,1,0,13
18,6,Sun,6,0,0,1,8
17,5,Sat,10,0,0,1,7
11,2,Wed,8,0,0,0,4
11,2,Wed,4,0,0,0,5
14,6,Sun,12,1,0,1,17
13,4,Fri,7,1,0,0,13
14,4,Fri,3,1,0,0,13
15,0,Mon,1,0,0,0,2
19,0,Mon,9,0,1,0,13
11,5,Sat,9,0,0,1,7
21,4,Fri,6,0,1,0,12
13,1,Tue,2,1,0,0,11
16,2,Wed,8,0,0,0,5
12,5,Sat,10,1,0,1,15
18,0,Mon,6,0,0,0,2
10,1,Tue,7,0,0,0,4
12,4,Fri,1,1,0,0,10
10,3,Thu,3,0,0,0,4
11,0,Mon,1,0,0,0,4
12,5,Sat,10,1,0,1,15
12,3,Thu,1,1,0,0,13
18,1,Tue,12,0,0,0,3
17,6,Sun,12,0,0,1,7
18,2,Wed,11,0,0,0,4
14,6,Sun,1,1,0,1,15
17,6,Sun,4,0,0,1,7
12,6,Sun,7,1,0,1,16
17,1,Tue,7,0,0,0,3
19,2,Wed,12,0,1,0,13
21,1,Tue,5,0,1,0,14
17,6,Sun,12,0,0,1,8
14,0,Mon,6,1,0,0,11
13,6,Sun,2,1,0,1,15
11,0,Mon,5,0,0,0,4
22,5,Sat,7,0,1,1,17
13,6,Sun,9,1,0,1,18
11,3,Thu,6,0,0,0,3
13,1,Tue,12,1,0,0,10
13,6,Sun,10,1,0,1,17
10,1,Tue,4,0,0,0,2
22,6,Sun,3,0,1,1,17
22,3,Thu,9,0,1,0,12
17,6,Sun,7,0,0,1,10
15,4,Fri,11,0,0,0,3
22,5,Sat,6,0,1,1,17
14,1,Tue,7,1,0,0,12
13,5,Sat,8,1,0,1,15
12,1,Tue,5,1,0,0,12
16,1,Tue,3,0,0,0,4
10,4,Fri,3,0,0,0,3
16,6,Sun,2,0,0,1,8
9,0,Mon,8,0,0,0,3
18,5,Sat,1,0,0,1,7
9,3,Thu,12,0,0,0,4
11,5,Sat,8,0,0,1,7
13,6,Sun,3,1,0,1,16
22,4,Fri,9,0,1,0,12
14,2,Wed,12,1,0,0,12
12,2,Wed,12,1,0,0,13
15,4,Fri,11,0,0,0,3
15,6,Sun,2,0,0,1,6
10,4,Fri,10,0,0,0,5
10,0,Mon,9,0,0,0,2
10,5,Sat,6,0,0,1,6
22,6,Sun,1,0,1,1,16
10,5,Sat,5,0,0,1,9
21,2,Wed,10,0,1,0,13
17,6,Sun,9,0,0,1,8
22,3,Thu,6,0,1,0,14
13,5,Sat,7,1,0,1,15
19,1,Tue,4,0,1,0,13
16,1,Tue,1,0,0,0,4
13,0,Mon,5,1,0,0,14
21,6,Sun,2,0,1,1,16
19,0,Mon,8,0,1,0,14
13,6,Sun,4,1,0,1,17
9,2,Wed,1,0,0,0,4
14,3,Thu,10,1,0,0,10
12,3,Thu,7,1,0,0,12
11,4,Fri,12,0,0,0,3
14,0,Mon,11,1,0,0,12
10,6,Sun,2,0,0,1,6
16,5,Sat,3,0,0,1,8
9,1,Tue,9,0,0,0,4
20,5,Sat,9,0,1,1,17
17,1,Tue,2,0,0,0,3
16,2,Wed,3,0,0,0,4
9,1,Tue,11,0,0,0,3
18,5,Sat,12,0,0,1,8
20,5,Sat,9,0,1,1,17
17,3,Thu,1,0,0,0,4
10,6,Sun,2,0,0,1,7
11,3,Thu,11,0,0,0,4
10,0,Mon,2,0,0,0,3
21,5,Sat,10,0,1,1,16
22,6,Sun,3,0,1,1,21
16,2,Wed,10,0,0,0,3
10,1,Tue,3,0,0,0,4
18,0,Mon,10,0,0,0,4
10,4,Fri,2,0,0,0,3
9,4,Fri,8,0,0,0,3
15,6,Sun,8,0,0,1,7
20,1,Tue,8,0,1,0,14
10,1,Tue,2,0,0,0,3
18,6,Sun,9,0,0,1,9
13,1,Tue,11,1,0,0,11
13,3,Thu,7,1,0,0,10
11,1,Tue,12,0,0,0,4
11,4,Fri,5,0,0,0,3
21,1,Tue,7,0,1,0,12
20,5,Sat,8,0,1,1,17
11,6,Sun,9,0,0,1,8
14,2,Wed,2,1,0,0,12
22,4,Fri,6,0,1,0,14
12,2,Wed,9,1,0,0,12
21,4,Fri,6,0,1,0,13
11,0,Mon,2,0,0,0,4
10,5,Sat,1,0,0,1,9
21,4,Fri,12,0,1,0,12
11,5,Sat,3,0,0,1,8
12,4,Fri,11,1,0,0,12
14,2,Wed,5,1,0,0,11
12,2,Wed,7,1,0,0,10
16,6,Sun,10,0,0,1,6
11,4,Fri,10,0,0,0,3
20,4,Fri,3,0,1,0,14
11,3,Thu,9,0,0,0,4
11,5,Sat,10,0,0,1,6
16,5,Sat,12,0,0,1,6
12,5,Sat,4,1,0,1,15
9,5,Sat,10,0,0,1,9
10,0,Mon,2,0,0,0,3
21,0,Mon,3,0,1,0,12
22,1,Tue,5,0,1,0,13
18,4,Fri,3,0,0,0,4
21,4,Fri,5,0,1,0,13
21,4,Fri,4,0,1,0,14
22,4,Fri,11,0,1,0,17
10,5,Sat,10,0,0,1,6
22,5,Sat,3,0,1,1,19
11,0,Mon,12,0,0,0,3
14,2,Wed,6,1,0,0,13
16,3,Thu,8,0,0,0,6
20,5,Sat,12,0,1,1,17
9,5,Sat,4,0,0,1,8
17,6,Sun,9,0,0,1,8
9,5,Sat,6,0,0,1,7
18,2,Wed,5,0,0,0,2
10,2,Wed,3,0,0,0,5
11,0,Mon,5,0,0,0,4
15,5,Sat,5,0,0,1,8
17,6,Sun,12,0,0,1,8
11,3,Thu,12,0,0,0,4
16,4,Fri,4,0,0,0,2
17,5,Sat,12,0,0,1,6
18,0,Mon,6,0,0,0,2
15,0,Mon,3,0,0,0,2
12,3,Thu,10,1,0,0,11
12,6,Sun,1,1,0,1,19
12,1,Tue,7,1,0,0,10
14,0,Mon,7,1,0,0,12
12,2,Wed,12,1,0,0,12
13,2,Wed,4,1,0,0,10
17,4,Fri,9,0,0,0,4
20,0,Mon,12,0,1,0,12
15,6,Sun,2,0,0,1,8
16,4,Fri,1,0,0,0,4
13,0,Mon,3,1,0,0,10
13,3,Thu,7,1,0,0,12
21,5,Sat,9,0,1,1,17
19,6,Sun,2,0,1,1,17
15,0,Mon,6,0,0,0,6
19,6,Sun,3,0,1,1,19
21,1,Tue,5,0,1,0,12
22,6,Sun,12,0,1,1,21
20,6,Sun,9,0,1,1,18
16,2,Wed,3,0,0,0,6
17,3,Thu,1,0,0,0,2
22,5,Sat,5,0,1,1,17
10,5,Sat,1,0,0,1,7
11,2,Wed,8,0,0,0,3
20,6,Sun,7,0,1,1,17
20,5,Sat,11,0,1,1,21
10,4,Fri,2,0,0,0,3
18,3,Thu,11,0,0,0,2
15,1,Tue,9,0,0,0,3
20,2,Wed,5,0,1,0,15
10,0,Mon,7,0,0,0,5
20,0,Mon,4,0,1,0,12
22,0,Mon,12,0,1,0,13
10,3,Thu,1,0,0,0,2
22,1,Tue,8,0,1,0,12
22,5,Sat,1,0,1,1,18
10,1,Tue,3,0,0,0,3
20,1,Tue,6,0,1,0,14
21,2,Wed,8,0,1,0,13
12,3,Thu,8,1,0,0,11
9,0,Mon,2,0,0,0,4
10,2,Wed,9,0,0,0,4
11,5,Sat,4,0,0,1,7
15,1,Tue,4,0,0,0,3
18,6,Sun,2,0,0,1,7
9,0,Mon,1,0,0,0,4
14,3,Thu,10,1,0,0,11
11,4,Fri,7,0,0,0,4
11,1,Tue,11,0,0,0,6
12,1,Tue,10,1,0,0,10
21,1,Tue,3,0,1,0,14
12,1,Tue,4,1,0,0,12
15,0,Mon,11,0,0,0,3
11,3,Thu,9,0,0,0,5
16,2,Wed,6,0,0,0,3
16,0,Mon,1,0,0,0,6
19,3,Thu,9,0,1,0,14
21,2,Wed,9,0,1,0,12
15,1,Tue,5,0,0,0,4
10,3,Thu,8,0,0,0,2
13,1,Tue,7,1,0,0,11
14,6,Sun,11,1,0,1,17
20,3,Thu,8,0,1,0,14
18,5,Sat,9,0,0,1,7
12,4,Fri,2,1,0,0,12
21,1,Tue,10,0,1,0,15
18,1,Tue,5,0,0,0,4
13,1,Tue,8,1,0,0,11
22,5,Sat,3,0,1,1,19
17,0,Mon,11,0,0,0,4
19,2,Wed,11,0,1,0,15
15,1,Tue,6,0,0,0,3
10,1,Tue,6,0,0,0,2
19,0,Mon,7,0,1,0,14
9,0,Mon,11,0,0,0,3
10,4,Fri,3,0,0,0,2
11,3,Thu,8,0,0,0,2
19,1,Tue,8,0,1,0,15
10,3,Thu,9,0,0,0,4
19,6,Sun,8,0,1,1,20
11,0,Mon,3,0,0,0,4
18,0,Mon,6,0,0,0,4
19,4,Fri,9,0,1,0,12
19,2,Wed,1,0,1,0,14
20,5,Sat,3,0,1,1,17
22,5,Sat,2,0,1,1,16
20,5,Sat,12,0,1,1,16
17,0,Mon,8,0,0,0,4
12,1,Tue,6,1,0,0,10
20,4,Fri,10,0,1,0,13
17,2,Wed,11,0,0,0,3
19,6,Sun,11,0,1,1,16
11,5,Sat,8,0,0,1,8
20,4,Fri,2,0,1,0,13
9,0,Mon,11,0,0,0,4
19,5,Sat,6,0,1,1,17
13,2,Wed,7,1,0,0,11
18,6,Sun,8,0,0,1,6
18,3,Thu,9,0,0,0,2
22,6,Sun,5,0,1,1,16
10,2,Wed,11,0,0,0,4
12,6,Sun,3,1,0,1,14
10,1,Tue,2,0,0,0,3
10,5,Sat,8,0,0,1,7
21,5,Sat,1,0,1,1,16
11,3,Thu,10,0,0,0,5
13,6,Sun,6,1,0,1,14
12,3,Thu,2,1,0,0,11
10,6,Sun,3,0,0,1,7
19,5,Sat,8,0,1,1,18
22,1,Tue,1,0,1,0,12
22,6,Sun,6,0,1,1,17
18,3,Thu,3,0,0,0,4
10,0,Mon,6,0,0,0,2
22,5,Sat,3,0,1,1,17
