hour_of_day,day_of_week,day_name,active_orders,active_items,order_size,is_peak_hour,is_weekend,wait_time_mins
16,5,Sat,21,17,4,0,1,60.0
17,6,Sun,14,6,1,0,1,42.2
16,1,Tue,23,0,7,0,0,56.1
14,1,Tue,7,32,5,1,0,46.4
21,4,Fri,10,0,6,1,0,37.0
10,3,Thu,8,23,1,0,0,23.9
16,3,Thu,14,3,2,0,0,30.3
22,2,Wed,0,3,2,0,0,7.3
16,1,Tue,0,17,1,0,0,10.5
18,5,Sat,18,26,2,0,1,53.6
12,4,Fri,2,42,7,1,0,44.3
18,4,Fri,9,58,4,0,0,40.9
10,6,Sun,7,31,2,0,1,31.9
10,3,Thu,14,32,5,0,0,46.0
13,1,Tue,9,27,4,1,0,50.5
18,2,Wed,0,41,7,0,0,29.8
15,1,Tue,17,40,3,0,0,52.4
22,6,Sun,1,54,2,0,1,34.3
20,0,Mon,18,35,2,1,0,60.0
12,1,Tue,12,59,5,1,0,60.0
10,6,Sun,21,5,7,0,1,58.8
13,0,Mon,0,15,5,1,0,20.3
21,0,Mon,1,33,6,1,0,35.0
22,2,Wed,15,22,7,0,0,43.8
18,5,Sat,14,49,1,0,1,53.1
12,3,Thu,12,41,1,1,0,53.1
21,1,Tue,15,23,1,1,0,55.3
18,0,Mon,16,55,5,0,0,59.1
16,1,Tue,20,48,1,0,0,56.6
21,5,Sat,6,12,7,1,1,45.1
13,3,Thu,23,55,1,1,0,60.0
12,5,Sat,16,17,3,1,1,60.0
19,3,Thu,6,53,1,1,0,48.3
14,4,Fri,12,12,2,1,0,40.9
14,3,Thu,4,48,6,1,0,47.1
12,2,Wed,16,36,5,1,0,60.0
21,5,Sat,2,42,4,1,1,46.9
18,0,Mon,6,38,6,0,0,33.0
13,4,Fri,16,41,3,1,0,60.0
20,2,Wed,6,16,5,1,0,36.0
14,1,Tue,20,14,7,1,0,60.0
13,5,Sat,0,17,5,1,1,30.6
14,6,Sun,16,22,2,1,1,60.0
16,6,Sun,16,53,7,0,1,60.0
18,0,Mon,10,50,6,0,0,40.5
16,3,Thu,24,29,6,0,0,60.0
22,0,Mon,2,57,1,0,0,24.7
14,6,Sun,14,33,7,1,1,60.0
19,1,Tue,20,57,2,1,0,60.0
19,4,Fri,10,3,1,1,0,32.8
16,4,Fri,15,2,1,0,0,34.9
19,5,Sat,24,6,5,1,1,60.0
14,4,Fri,21,55,6,1,0,60.0
12,5,Sat,8,17,1,1,1,44.4
16,5,Sat,23,41,3,0,1,60.0
22,5,Sat,23,6,3,0,1,60.0
20,6,Sun,0,39,6,1,1,38.8
20,6,Sun,24,5,3,1,1,60.0
11,3,Thu,21,21,5,0,0,57.9
21,2,Wed,15,57,2,1,0,60.0
18,5,Sat,8,0,4,0,1,27.0
19,5,Sat,18,3,1,1,1,60.0
19,2,Wed,11,45,4,1,0,57.4
21,0,Mon,18,48,2,1,0,60.0
10,5,Sat,21,51,2,0,1,60.0
22,3,Thu,8,49,5,0,0,35.6
15,4,Fri,6,42,3,0,0,31.2
16,4,Fri,13,28,3,0,0,41.9
22,1,Tue,18,20,2,0,0,46.3
17,1,Tue,18,25,5,0,0,50.1
19,4,Fri,1,13,5,1,0,20.3
18,4,Fri,8,8,6,0,0,29.7
11,6,Sun,12,58,7,0,1,60.0
20,3,Thu,14,46,1,1,0,60.0
19,2,Wed,2,11,7,1,0,28.8
11,1,Tue,10,41,3,0,0,39.2
14,6,Sun,20,50,2,1,1,60.0
22,6,Sun,13,55,6,0,1,60.0
14,2,Wed,24,50,4,1,0,60.0
15,6,Sun,7,5,3,0,1,26.6
12,3,Thu,17,19,1,1,0,60.0
17,4,Fri,18,23,5,0,0,48.8
22,5,Sat,15,26,2,0,1,49.7
10,2,Wed,1,37,3,0,0,26.3
15,4,Fri,7,7,4,0,0,23.0
13,4,Fri,21,0,1,1,0,60.0
10,0,Mon,5,53,1,0,0,30.2
16,2,Wed,11,48,6,0,0,44.3
18,6,Sun,14,48,3,0,1,58.9
22,5,Sat,24,23,4,0,1,60.0
13,2,Wed,7,46,1,1,0,48.2
13,6,Sun,3,6,2,1,1,27.3
15,4,Fri,14,18,1,0,0,38.6
21,5,Sat,19,21,4,1,1,60.0
12,6,Sun,24,56,5,1,1,60.0
22,3,Thu,16,54,5,0,0,57.3
21,6,Sun,12,59,6,1,1,60.0
15,0,Mon,17,34,3,0,0,48.8
16,4,Fri,1,29,4,0,0,17.4
20,6,Sun,12,28,6,1,1,60.0
19,1,Tue,12,21,7,1,0,59.7
19,1,Tue,21,10,1,1,0,60.0
12,0,Mon,14,19,7,1,0,60.0
16,3,Thu,19,28,1,0,0,49.7
12,4,Fri,9,50,5,1,0,60.0
22,2,Wed,2,40,6,0,0,26.3
22,0,Mon,18,41,5,0,0,53.9
11,3,Thu,2,33,2,0,0,19.5
21,2,Wed,21,0,7,1,0,60.0
19,1,Tue,13,30,7,1,0,60.0
13,1,Tue,7,29,5,1,0,43.3
21,2,Wed,22,47,2,1,0,60.0
17,0,Mon,3,17,1,0,0,16.5
22,1,Tue,19,54,6,0,0,60.0
18,4,Fri,10,57,2,0,0,41.4
16,5,Sat,10,16,6,0,1,40.5
10,6,Sun,10,37,7,0,1,51.7
12,2,Wed,1,13,6,1,0,25.4
22,2,Wed,16,22,7,0,0,50.4
21,1,Tue,8,24,2,1,0,44.2
18,0,Mon,1,14,7,0,0,18.0
21,4,Fri,23,45,3,1,0,60.0
10,0,Mon,14,55,7,0,0,52.9
18,3,Thu,15,21,5,0,0,48.4
17,3,Thu,24,2,2,0,0,49.6
10,5,Sat,3,55,1,0,1,35.4
15,1,Tue,7,54,6,0,0,38.8
14,1,Tue,8,18,4,1,0,41.0
15,1,Tue,4,56,2,0,0,34.5
19,5,Sat,15,43,5,1,1,60.0
21,3,Thu,12,33,7,1,0,60.0
22,0,Mon,6,34,6,0,0,33.2
22,5,Sat,19,49,3,0,1,60.0
22,5,Sat,16,0,1,0,1,43.0
14,0,Mon,2,51,3,1,0,39.8
15,1,Tue,4,20,4,0,0,20.1
14,4,Fri,18,28,2,1,0,60.0
20,0,Mon,11,5,6,1,0,50.2
21,3,Thu,6,36,2,1,0,39.6
14,2,Wed,8,0,5,1,0,35.9
13,2,Wed,5,50,2,1,0,39.6
12,6,Sun,16,0,1,1,1,57.0
12,6,Sun,15,26,4,1,1,60.0
13,5,Sat,22,20,3,1,1,60.0
18,2,Wed,2,52,4,0,0,30.4
11,4,Fri,20,15,6,0,0,53.1
18,1,Tue,3,43,2,0,0,25.2
10,3,Thu,9,58,6,0,0,45.2
10,6,Sun,4,53,3,0,1,36.9
14,4,Fri,20,39,6,1,0,60.0
15,3,Thu,21,25,5,0,0,58.2
15,3,Thu,9,15,4,0,0,29.6
12,1,Tue,11,27,3,1,0,56.2
16,5,Sat,9,0,3,0,1,30.5
18,2,Wed,12,35,7,0,0,44.3
20,1,Tue,10,9,3,1,0,43.7
21,4,Fri,21,42,7,1,0,60.0
19,5,Sat,15,16,1,1,1,58.3
17,4,Fri,7,56,7,0,0,40.7
15,5,Sat,7,58,4,0,1,47.5
21,6,Sun,24,22,6,1,1,60.0
17,4,Fri,7,6,7,0,0,32.0
21,1,Tue,12,43,3,1,0,60.0
14,5,Sat,1,52,4,1,1,45.7
17,5,Sat,11,6,7,0,1,41.2
19,3,Thu,9,43,7,1,0,57.8
21,3,Thu,11,14,3,1,0,40.1
13,0,Mon,10,33,5,1,0,49.6
19,4,Fri,14,45,5,1,0,60.0
17,3,Thu,15,44,7,0,0,56.7
19,0,Mon,16,3,5,1,0,55.4
21,6,Sun,1,13,2,1,1,25.1
11,6,Sun,17,13,3,0,1,52.9
21,3,Thu,11,15,2,1,0,46.1
21,4,Fri,18,6,4,1,0,57.6
14,5,Sat,22,31,2,1,1,60.0
18,2,Wed,17,18,4,0,0,48.2
13,4,Fri,16,1,7,1,0,54.0
20,1,Tue,5,9,4,1,0,29.7
15,6,Sun,24,49,4,0,1,60.0
10,3,Thu,14,16,6,0,0,41.3
18,3,Thu,2,36,2,0,0,22.4
10,5,Sat,5,11,6,0,1,27.8
14,1,Tue,2,5,7,1,0,27.0
13,5,Sat,0,21,3,1,1,25.5
22,1,Tue,12,31,2,0,0,42.5
21,2,Wed,20,40,3,1,0,60.0
22,6,Sun,13,19,3,0,1,45.3
22,3,Thu,12,0,4,0,0,32.3
12,3,Thu,3,53,2,1,0,39.5
22,2,Wed,6,46,3,0,0,30.5
15,0,Mon,21,52,5,0,0,60.0
11,6,Sun,9,57,3,0,1,51.1
12,5,Sat,6,5,5,1,1,34.9
14,2,Wed,20,18,2,1,0,60.0
18,5,Sat,14,17,7,0,1,56.5
11,4,Fri,14,5,6,0,0,38.8
19,3,Thu,3,44,2,1,0,36.4
17,5,Sat,22,32,6,0,1,60.0
11,1,Tue,22,22,6,0,0,56.5
20,5,Sat,5,22,2,1,1,44.4
22,4,Fri,23,25,3,0,0,59.4
14,6,Sun,19,12,1,1,1,60.0
16,3,Thu,4,6,3,0,0,16.3
17,2,Wed,19,14,3,0,0,46.0
10,4,Fri,11,43,7,0,0,42.4
15,3,Thu,0,26,4,0,0,18.1
10,5,Sat,7,25,4,0,1,33.8
11,6,Sun,0,32,3,0,1,22.6
10,0,Mon,4,14,5,0,0,19.8
20,6,Sun,21,35,7,1,1,60.0
14,0,Mon,5,44,6,1,0,50.2
19,1,Tue,20,54,4,1,0,60.0
18,6,Sun,2,26,3,0,1,24.9
15,3,Thu,14,56,7,0,0,55.6
20,0,Mon,4,4,1,1,0,24.6
20,2,Wed,23,1,5,1,0,60.0
10,3,Thu,13,54,2,0,0,46.7
22,2,Wed,17,57,3,0,0,55.0
10,6,Sun,15,32,7,0,1,60.0
11,2,Wed,5,15,3,0,0,23.2
18,0,Mon,24,22,6,0,0,60.0
12,3,Thu,23,37,5,1,0,60.0
10,5,Sat,13,54,4,0,1,60.0
14,4,Fri,23,15,4,1,0,60.0
16,0,Mon,7,13,4,0,0,27.3
15,0,Mon,6,28,2,0,0,26.3
21,5,Sat,7,25,7,1,1,55.5
10,3,Thu,12,34,5,0,0,43.9
14,3,Thu,5,14,5,1,0,34.5
14,6,Sun,17,2,4,1,1,60.0
15,2,Wed,1,22,4,0,0,19.3
12,6,Sun,7,28,6,1,1,52.9
14,5,Sat,10,33,1,1,1,52.5
16,6,Sun,0,32,1,0,1,15.0
14,5,Sat,21,40,3,1,1,60.0
14,3,Thu,5,40,3,1,0,38.6
14,2,Wed,15,22,5,1,0,55.9
19,6,Sun,19,6,5,1,1,60.0
19,0,Mon,11,2,2,1,0,37.5
12,1,Tue,10,57,2,1,0,59.1
10,4,Fri,9,31,1,0,0,30.4
14,0,Mon,2,30,3,1,0,34.8
18,3,Thu,12,17,1,0,0,33.9
10,4,Fri,2,42,1,0,0,21.4
12,1,Tue,14,6,3,1,0,49.7
22,1,Tue,15,40,7,0,0,55.2
22,2,Wed,12,0,2,0,0,30.9
13,4,Fri,16,13,6,1,0,59.0
10,2,Wed,2,51,6,0,0,29.2
10,0,Mon,19,31,6,0,0,54.1
17,5,Sat,10,5,3,0,1,32.7
11,5,Sat,20,38,4,0,1,60.0
21,5,Sat,18,9,4,1,1,60.0
17,4,Fri,21,6,4,0,0,50.9
16,5,Sat,10,25,5,0,1,46.0
19,0,Mon,15,33,2,1,0,60.0
19,2,Wed,20,29,2,1,0,60.0
11,4,Fri,2,35,7,0,0,25.4
15,2,Wed,21,20,7,0,0,56.2
15,4,Fri,5,59,5,0,0,35.2
12,2,Wed,13,16,1,1,0,51.4
20,1,Tue,23,32,7,1,0,60.0
11,2,Wed,17,9,6,0,0,46.7
21,5,Sat,16,50,4,1,1,60.0
10,1,Tue,3,46,6,0,0,32.7
15,2,Wed,22,41,4,0,0,60.0
21,4,Fri,14,50,6,1,0,60.0
14,4,Fri,10,11,1,1,0,35.3
20,4,Fri,2,55,6,1,0,43.6
18,3,Thu,2,15,6,0,0,19.6
10,0,Mon,15,40,3,0,0,47.3
16,4,Fri,4,31,6,0,0,28.0
14,1,Tue,20,14,3,1,0,60.0
14,4,Fri,9,26,2,1,0,43.0
11,3,Thu,18,27,5,0,0,47.4
20,5,Sat,24,16,6,1,1,60.0
12,1,Tue,3,45,2,1,0,44.8
16,3,Thu,18,58,7,0,0,60.0
15,5,Sat,10,49,7,0,1,52.6
21,6,Sun,1,57,3,1,1,42.7
11,6,Sun,9,1,6,0,1,35.9
15,1,Tue,10,35,6,0,0,41.5
11,2,Wed,24,49,1,0,0,60.0
11,0,Mon,19,6,2,0,0,44.9
11,0,Mon,15,12,4,0,0,36.3
20,3,Thu,18,14,4,1,0,60.0
12,5,Sat,22,24,1,1,1,60.0
11,0,Mon,23,22,3,0,0,54.6
13,5,Sat,10,59,4,1,1,60.0
18,5,Sat,13,21,4,0,1,47.7
15,3,Thu,1,25,7,0,0,25.5
10,3,Thu,22,32,7,0,0,60.0
17,3,Thu,4,10,5,0,0,19.5
21,0,Mon,4,9,2,1,0,24.8
16,6,Sun,18,24,3,0,1,60.0
19,3,Thu,20,36,6,1,0,60.0
12,0,Mon,11,47,2,1,0,59.3
10,3,Thu,17,42,3,0,0,54.2
14,4,Fri,3,52,4,1,0,44.4
22,5,Sat,21,37,5,0,1,60.0
13,3,Thu,16,40,2,1,0,60.0
19,1,Tue,9,44,4,1,0,52.3
17,5,Sat,19,23,3,0,1,57.0
10,5,Sat,5,39,2,0,1,35.3
19,3,Thu,24,45,6,1,0,60.0
10,6,Sun,13,55,2,0,1,57.2
21,2,Wed,10,32,4,1,0,48.8
13,6,Sun,10,16,2,1,1,56.7
17,3,Thu,17,23,6,0,0,48.9
14,5,Sat,22,36,5,1,1,60.0
11,1,Tue,21,56,5,0,0,60.0
15,5,Sat,17,1,4,0,1,49.3
14,6,Sun,23,31,3,1,1,60.0
11,1,Tue,22,56,4,0,0,60.0
22,0,Mon,10,59,5,0,0,49.3
20,4,Fri,20,23,1,1,0,60.0
20,5,Sat,11,8,1,1,1,44.2
20,3,Thu,4,3,2,1,0,25.3
12,0,Mon,22,16,6,1,0,60.0
18,4,Fri,8,16,7,0,0,37.7
16,3,Thu,24,52,7,0,0,60.0
16,2,Wed,8,49,7,0,0,45.9
20,3,Thu,21,47,2,1,0,60.0
15,1,Tue,9,29,1,0,0,28.3
17,1,Tue,21,39,5,0,0,60.0
13,2,Wed,18,57,2,1,0,60.0
17,0,Mon,0,10,7,0,0,16.0
13,4,Fri,6,20,7,1,0,45.5
17,3,Thu,3,20,4,0,0,22.2
18,1,Tue,0,17,7,0,0,18.5
12,0,Mon,14,54,6,1,0,60.0
12,2,Wed,7,28,7,1,0,48.7
20,6,Sun,11,23,4,1,1,60.0
22,5,Sat,21,9,7,0,1,60.0
11,6,Sun,21,44,6,0,1,60.0
22,6,Sun,17,16,5,0,1,58.3
19,1,Tue,14,17,2,1,0,52.2
12,2,Wed,16,41,6,1,0,60.0
12,3,Thu,13,47,4,1,0,60.0
14,6,Sun,13,19,2,1,1,60.0
14,6,Sun,17,36,2,1,1,60.0
11,4,Fri,19,44,4,0,0,55.2
21,1,Tue,17,17,1,1,0,57.2
19,1,Tue,15,16,7,1,0,60.0
22,3,Thu,0,8,6,0,0,12.8
15,5,Sat,22,13,4,0,1,59.6
14,0,Mon,10,48,5,1,0,51.6
15,4,Fri,14,28,3,0,0,44.6
10,1,Tue,11,30,4,0,0,35.5
14,4,Fri,7,3,7,1,0,42.0
18,1,Tue,21,17,7,0,0,57.8
21,4,Fri,19,58,2,1,0,60.0
19,2,Wed,5,19,2,1,0,32.7
11,6,Sun,2,55,4,0,1,36.9
10,1,Tue,23,55,3,0,0,60.0
19,4,Fri,12,46,4,1,0,60.0
22,0,Mon,12,42,3,0,0,40.8
20,2,Wed,1,43,3,1,0,34.5
18,2,Wed,4,8,7,0,0,21.6
19,0,Mon,16,12,7,1,0,60.0
18,4,Fri,5,14,7,0,0,26.3
18,3,Thu,1,26,5,0,0,20.8
15,0,Mon,3,14,7,0,0,26.3
17,4,Fri,21,27,6,0,0,57.6
20,0,Mon,10,36,2,1,0,54.1
22,0,Mon,7,54,2,0,0,37.2
10,1,Tue,11,18,3,0,0,36.6
19,4,Fri,7,25,2,1,0,37.6
13,3,Thu,10,51,1,1,0,57.2
10,6,Sun,21,25,3,0,1,60.0
17,1,Tue,19,24,2,0,0,42.8
10,0,Mon,7,25,1,0,0,24.1
12,6,Sun,7,25,5,1,1,54.2
22,5,Sat,16,45,2,0,1,60.0
13,6,Sun,19,27,1,1,1,60.0
17,0,Mon,19,48,4,0,0,58.8
15,0,Mon,22,17,6,0,0,57.9
19,4,Fri,15,31,4,1,0,60.0
21,4,Fri,13,52,1,1,0,60.0
16,1,Tue,10,2,3,0,0,28.4
17,3,Thu,6,1,7,0,0,24.4
11,1,Tue,15,32,7,0,0,49.0
22,2,Wed,12,41,7,0,0,49.4
19,0,Mon,14,18,3,1,0,56.2
20,6,Sun,23,16,2,1,1,60.0
17,5,Sat,15,43,7,0,1,60.0
12,0,Mon,20,32,4,1,0,60.0
16,0,Mon,22,11,3,0,0,49.6
12,1,Tue,23,48,3,1,0,60.0
16,5,Sat,8,55,7,0,1,53.3
20,5,Sat,2,2,4,1,1,24.8
21,5,Sat,18,42,5,1,1,60.0
22,1,Tue,19,48,3,0,0,56.5
11,0,Mon,4,54,7,0,0,35.8
19,1,Tue,9,25,6,1,0,53.2
15,4,Fri,16,34,1,0,0,39.5
12,4,Fri,14,7,2,1,0,47.7
12,1,Tue,22,51,3,1,0,60.0
18,5,Sat,24,35,6,0,1,60.0
16,0,Mon,7,52,6,0,0,42.9
14,1,Tue,14,53,3,1,0,60.0
21,1,Tue,20,6,5,1,0,60.0
19,1,Tue,13,45,1,1,0,60.0
16,2,Wed,19,45,2,0,0,58.2
18,4,Fri,6,35,3,0,0,27.6
10,6,Sun,20,15,2,0,1,56.5
16,5,Sat,22,23,4,0,1,60.0
15,3,Thu,11,53,6,0,0,45.0
19,6,Sun,16,0,6,1,1,60.0
21,5,Sat,16,48,3,1,1,60.0
18,3,Thu,9,24,3,0,0,33.0
10,2,Wed,18,9,4,0,0,42.9
22,1,Tue,13,53,5,0,0,49.4
13,2,Wed,10,15,3,1,0,45.4
18,2,Wed,1,15,6,0,0,19.4
13,6,Sun,17,57,2,1,1,60.0
19,0,Mon,6,7,1,1,0,29.5
12,6,Sun,11,28,7,1,1,60.0
18,4,Fri,1,38,2,0,0,21.0
22,3,Thu,19,27,5,0,0,51.7
11,1,Tue,17,5,1,0,0,40.1
13,6,Sun,5,15,2,1,1,37.4
15,3,Thu,23,19,2,0,0,55.9
11,5,Sat,9,15,4,0,1,40.5
17,3,Thu,19,6,7,0,0,51.7
17,5,Sat,14,40,5,0,1,57.5
10,6,Sun,4,13,6,0,1,28.0
21,4,Fri,19,42,4,1,0,60.0
12,6,Sun,2,25,1,1,1,29.5
19,5,Sat,4,25,7,1,1,49.6
18,3,Thu,24,13,6,0,0,54.8
14,3,Thu,7,6,4,1,0,39.1
15,5,Sat,7,32,7,0,1,42.9
13,2,Wed,7,25,5,1,0,39.0
19,4,Fri,11,56,3,1,0,60.0
11,0,Mon,23,44,3,0,0,58.9
20,1,Tue,22,19,1,1,0,60.0
17,3,Thu,7,2,3,0,0,21.5
20,1,Tue,10,51,4,1,0,60.0
22,0,Mon,13,3,1,0,0,31.3
15,6,Sun,7,25,6,0,1,39.3
14,1,Tue,23,10,5,1,0,60.0
18,0,Mon,9,1,1,0,0,21.1
10,5,Sat,6,13,6,0,1,30.5
14,2,Wed,16,43,1,1,0,60.0
15,3,Thu,3,29,2,0,0,20.8
14,0,Mon,12,48,2,1,0,60.0
15,1,Tue,3,11,1,0,0,14.2
15,3,Thu,4,25,7,0,0,26.8
16,2,Wed,21,43,3,0,0,59.6
13,5,Sat,3,32,2,1,1,36.6
20,6,Sun,17,12,7,1,1,60.0
17,3,Thu,5,13,7,0,0,26.4
16,6,Sun,23,23,5,0,1,60.0
18,0,Mon,23,33,6,0,0,60.0
16,2,Wed,22,43,4,0,0,60.0
12,1,Tue,21,25,2,1,0,60.0
12,2,Wed,1,20,1,1,0,16.4
17,2,Wed,22,27,3,0,0,53.8
14,4,Fri,10,47,4,1,0,57.8
13,2,Wed,13,35,6,1,0,60.0
17,2,Wed,4,39,7,0,0,35.9
15,3,Thu,5,1,6,0,0,22.8
11,1,Tue,9,41,2,0,0,38.1
13,3,Thu,7,8,6,1,0,39.1
21,3,Thu,13,22,6,1,0,57.2
20,0,Mon,23,14,3,1,0,60.0
13,3,Thu,2,12,7,1,0,28.6
15,4,Fri,11,22,3,0,0,35.8
15,4,Fri,15,16,3,0,0,38.5
10,6,Sun,22,47,1,0,1,60.0
17,0,Mon,16,59,6,0,0,58.5
15,6,Sun,0,1,6,0,1,15.6
12,6,Sun,22,19,6,1,1,60.0
18,5,Sat,9,19,5,0,1,38.8
11,1,Tue,24,58,3,0,0,60.0
20,1,Tue,22,45,4,1,0,60.0
17,3,Thu,9,2,2,0,0,21.0
19,3,Thu,20,54,7,1,0,60.0
12,5,Sat,23,11,4,1,1,60.0
22,3,Thu,1,39,7,0,0,26.0
21,1,Tue,8,1,1,1,0,24.4
14,6,Sun,21,35,1,1,1,60.0
15,2,Wed,12,13,7,0,0,38.7
19,4,Fri,24,15,6,1,0,60.0
15,2,Wed,15,18,4,0,0,42.7
13,2,Wed,17,33,6,1,0,60.0
12,1,Tue,18,43,5,1,0,60.0
13,2,Wed,11,45,1,1,0,55.7
10,5,Sat,7,5,1,0,1,24.2
13,0,Mon,16,12,4,1,0,59.5
10,3,Thu,14,35,1,0,0,42.5
21,0,Mon,9,21,5,1,0,46.1
10,6,Sun,14,17,5,0,1,50.0
19,4,Fri,14,11,5,1,0,50.9
15,3,Thu,22,51,2,0,0,60.0
14,2,Wed,6,58,5,1,0,56.2
20,4,Fri,12,53,5,1,0,60.0
13,3,Thu,16,29,2,1,0,60.0
22,5,Sat,8,52,6,0,1,48.0
20,5,Sat,7,50,3,1,1,56.6
12,5,Sat,19,39,1,1,1,60.0
10,5,Sat,20,6,5,0,1,56.8
15,2,Wed,17,31,1,0,0,42.5
11,0,Mon,12,47,4,0,0,43.3
17,3,Thu,15,18,1,0,0,36.7
19,2,Wed,8,5,7,1,0,43.2
14,5,Sat,11,19,6,1,1,60.0
16,6,Sun,11,26,2,0,1,39.9
19,0,Mon,5,52,1,1,0,41.5
21,6,Sun,18,42,1,1,1,60.0
11,4,Fri,6,36,1,0,0,29.7
22,6,Sun,24,47,3,0,1,60.0
17,4,Fri,2,6,3,0,0,16.3
11,4,Fri,15,58,4,0,0,54.0
13,5,Sat,17,4,2,1,1,60.0
10,4,Fri,15,10,1,0,0,35.9
14,1,Tue,22,14,1,1,0,60.0
18,3,Thu,6,2,1,0,0,15.3
10,3,Thu,3,57,1,0,0,28.2
18,5,Sat,24,4,3,0,1,60.0
20,1,Tue,7,22,6,1,0,37.3
17,6,Sun,12,52,6,0,1,59.2
15,2,Wed,12,36,4,0,0,41.4
16,6,Sun,16,8,7,0,1,55.2
12,2,Wed,16,14,5,1,0,60.0
10,4,Fri,4,2,2,0,0,16.7
14,0,Mon,5,28,6,1,0,42.1
21,2,Wed,18,5,7,1,0,60.0
21,0,Mon,12,16,1,1,0,44.7
11,3,Thu,24,25,6,0,0,60.0
14,0,Mon,13,20,4,1,0,59.0
17,3,Thu,21,7,5,0,0,49.2
20,1,Tue,3,20,6,1,0,31.9
18,1,Tue,6,56,4,0,0,37.2
11,5,Sat,7,10,3,0,1,31.4
21,5,Sat,24,37,5,1,1,60.0
12,4,Fri,12,7,4,1,0,49.7
12,2,Wed,5,41,7,1,0,51.5
10,4,Fri,5,23,6,0,0,29.3
17,3,Thu,23,34,3,0,0,58.1
15,4,Fri,20,54,7,0,0,60.0
21,0,Mon,2,13,4,1,0,28.2
22,3,Thu,2,54,4,0,0,29.7
17,5,Sat,12,13,7,0,1,43.4
20,1,Tue,21,9,6,1,0,60.0
18,5,Sat,1,11,5,0,1,19.9
14,2,Wed,15,37,3,1,0,60.0
21,3,Thu,21,43,1,1,0,60.0
12,3,Thu,5,54,2,1,0,41.2
14,0,Mon,7,45,5,1,0,50.6
14,2,Wed,22,33,3,1,0,60.0
14,1,Tue,7,40,7,1,0,57.1
12,6,Sun,24,9,4,1,1,60.0
20,3,Thu,5,57,7,1,0,54.2
19,3,Thu,13,16,3,1,0,52.6
13,0,Mon,2,16,7,1,0,31.3
18,4,Fri,9,2,7,0,0,31.7
22,1,Tue,2,30,2,0,0,19.9
19,5,Sat,11,50,6,1,1,60.0
18,2,Wed,16,0,2,0,0,37.8
11,3,Thu,4,11,1,0,0,16.9
17,3,Thu,19,38,1,0,0,51.6
17,5,Sat,24,3,2,0,1,60.0
16,1,Tue,8,41,5,0,0,36.3
17,4,Fri,20,12,5,0,0,47.6
12,3,Thu,19,33,7,1,0,60.0
22,1,Tue,6,41,7,0,0,34.9
15,5,Sat,21,20,4,0,1,60.0
10,0,Mon,3,21,1,0,0,17.1
16,4,Fri,12,56,4,0,0,48.6
10,2,Wed,12,3,1,0,0,27.7
18,3,Thu,9,17,2,0,0,27.7
10,1,Tue,17,4,5,0,0,40.7
10,0,Mon,16,18,7,0,0,47.4
16,2,Wed,19,1,5,0,0,45.1
11,6,Sun,19,11,2,0,1,54.9
14,1,Tue,12,16,4,1,0,51.5
17,1,Tue,16,9,4,0,0,40.9
17,2,Wed,21,33,3,0,0,53.3
12,0,Mon,3,5,7,1,0,31.4
16,6,Sun,0,7,7,0,1,18.4
12,5,Sat,0,50,7,1,1,48.0
15,0,Mon,14,10,1,0,0,37.6
15,4,Fri,12,56,4,0,0,50.0
12,3,Thu,16,11,2,1,0,56.6
16,2,Wed,23,8,4,0,0,53.6
12,5,Sat,7,1,5,1,1,40.1
17,6,Sun,17,7,1,0,1,47.3
19,2,Wed,12,57,7,1,0,60.0
13,2,Wed,22,10,6,1,0,60.0
22,0,Mon,13,59,3,0,0,54.6
10,3,Thu,7,52,1,0,0,35.0
13,4,Fri,7,35,5,1,0,41.7
16,1,Tue,14,9,7,0,0,39.4
20,1,Tue,12,20,5,1,0,59.1
13,2,Wed,6,19,5,1,0,40.5
22,3,Thu,4,47,7,0,0,35.6
15,6,Sun,16,7,5,0,1,49.9
18,6,Sun,24,35,2,0,1,60.0
10,5,Sat,15,28,3,0,1,56.8
22,0,Mon,22,41,6,0,0,60.0
14,3,Thu,1,11,5,1,0,24.6
20,3,Thu,21,13,5,1,0,60.0
16,0,Mon,17,47,4,0,0,54.1
10,6,Sun,16,53,3,0,1,60.0
13,6,Sun,6,49,1,1,1,52.4
15,6,Sun,12,20,3,0,1,42.6
11,2,Wed,17,21,3,0,0,45.5
19,3,Thu,13,20,7,1,0,56.2
14,1,Tue,17,43,7,1,0,60.0
20,0,Mon,12,49,7,1,0,60.0
19,6,Sun,10,29,6,1,1,60.0
10,5,Sat,20,38,3,0,1,60.0
15,6,Sun,20,19,6,0,1,60.0
15,6,Sun,15,23,5,0,1,56.8
22,4,Fri,22,22,7,0,0,56.4
13,2,Wed,16,6,5,1,0,56.3
22,0,Mon,7,8,7,0,0,29.5
17,4,Fri,18,0,2,0,0,40.9
13,4,Fri,19,25,6,1,0,60.0
17,5,Sat,14,37,6,0,1,56.0
22,3,Thu,8,37,1,0,0,34.0
17,5,Sat,19,53,4,0,1,60.0
14,3,Thu,9,43,3,1,0,48.2
22,3,Thu,11,21,1,0,0,31.2
13,0,Mon,20,43,6,1,0,60.0
21,6,Sun,22,9,1,1,1,60.0
22,0,Mon,19,54,2,0,0,53.7
11,2,Wed,0,57,4,0,0,23.4
20,3,Thu,24,5,6,1,0,60.0
12,4,Fri,19,16,6,1,0,60.0
12,6,Sun,8,50,3,1,1,60.0
